yearID,w_BB,w_HBP,w_1B,w_2B,w_3B,w_HR
2010,0.5029444043879251,0.3132694499304076,0.43923561932361244,0.43493407298153564,1.0948558193730316,1.392861776103218
2011,0.39079594594522993,0.11034594745765691,0.47428855903133726,0.5789672406462154,1.7358787861397094,1.4896862510149935
2012,0.31467638952188404,0.1691969204730741,0.47730083437337756,0.6084017160578399,1.1337727530808168,1.4456430718074773
2013,0.2765428237319777,0.5116599093545697,0.5206861654077724,0.958395026891723,0.8344122554391689,1.3784222832804254
2014,0.2842000584756479,-0.14842905794037842,0.4058856927051659,0.9118948094868151,1.2333460747192149,1.1750706584778776
2015,0.09538768784667151,0.03100481464163929,0.41209999540171793,1.2714791989628913,0.4493746261240621,1.6228632088758137
2016,0.23749027878087947,0.43119304700359784,0.47502681580557926,1.0959923271771097,0.5166300868866802,1.2540644329040789
2017,0.3981756532389429,0.6702469250004608,0.6235741591886856,0.8539218961692745,0.83398659462222,1.424183422876801
2018,0.37200590131170264,0.26497804764776034,0.47007539535146226,0.9342131884739273,0.6002552456409749,1.4814257590178794
2019,0.3583362922429201,0.13115860778839394,0.5363000336606092,0.7447418824949712,0.7738315938641547,1.4548889975575903
2020,0.38459659763367493,-0.05691229815720966,0.37459401908844625,0.39786594755551985,2.1754389255661817,1.2861464388153099
2021,0.28462448183027467,0.33068534193337307,0.3622007157355014,0.8528983808579063,2.4423376113607853,1.6903079221375368
2022,0.3583193179982591,0.3512064080543169,0.40545716402269993,0.7999180930265082,0.7913912920320856,1.3628519601165898
2023,0.34070408764388005,0.28568771149536776,0.3769013552701102,1.133129703487533,1.9160687515073738,1.4563081335933528
