e1,e2,e3,player_id,year
0.9399473,-2.5722868,-0.040985446,519048,2015
-1.050566,0.5622044,0.95624155,519058,2015
-2.7617269,0.6685765,-2.9265413,519083,2015
-5.5160966,4.1937356,2.8677113,519184,2015
1.0636134,-0.35212898,2.380478,519203,2015
-0.7224166,2.3189332,-0.6516825,519390,2015
-5.4922543,1.2610799,-1.2326694,520471,2015
-4.008423,-0.9293651,-0.29979938,521692,2015
-0.90595925,2.3529768,0.14799121,523253,2015
-5.4897385,1.5466075,-0.767252,527038,2015
-1.7916048,-2.095014,-0.9108039,541645,2015
-5.672373,2.7537167,0.71323466,542255,2015
-7.3626122,1.4595046,-0.8817028,542993,2015
-0.059178784,-2.1931612,-0.47880477,543063,2015
-5.0712166,3.2711666,0.13045911,543213,2015
-3.1026108,0.097572014,-3.5222716,543238,2015
0.7289871,-0.3362056,1.1985501,543333,2015
-0.54086053,0.9825135,2.2859812,543401,2015
-1.8822204,-1.3494169,-1.778279,543434,2015
-2.1614225,0.9563548,-1.3334398,543760,2015
-5.7932444,1.869987,0.99495417,543829,2015
-2.930331,0.7746931,-0.01719999,543939,2015
-4.800326,1.1520694,-0.32473025,544369,2015
5.4823217,-4.055036,2.0026567,545361,2015
-2.639733,-0.74952817,-1.9786491,546318,2015
5.464556,-3.319522,2.4510286,547180,2015
0.3178919,-1.9366257,-0.13966838,547989,2015
-0.80888367,0.865561,-0.76648825,570256,2015
-0.6484243,-2.1853416,0.46183887,571448,2015
-3.0390153,3.833307,-0.7820452,571788,2015
-5.217237,-0.5646152,-3.4307406,572008,2015
-0.5455101,0.31324002,1.9801081,572041,2015
-0.8286485,0.35302788,1.9936101,572122,2015
-2.3635342,-2.285815,-3.613757,572191,2015
2.389983,-1.1761143,1.9561641,572761,2015
-1.6484222,1.1783727,-1.6330855,572821,2015
1.9936099,-3.1779456,-1.9344649,592178,2015
-1.0523356,-1.735173,-1.2021077,592206,2015
0.98498,0.11533296,0.8601191,592518,2015
2.2501645,-1.0950944,-3.403432,592626,2015
-4.2505946,3.2379987,1.0134065,592743,2015
0.99419785,-0.26433566,0.7107905,592885,2015
-2.704264,0.6694954,0.10115821,593428,2015
-1.4256415,-0.9008251,-1.1147398,594777,2015
-1.6704551,2.2743988,-0.47457427,594809,2015
-2.081849,-1.5140262,-1.4081328,594828,2015
-3.396238,0.1515088,-0.754797,595281,2015
-0.693339,1.1945674,1.9919627,605141,2015
-2.4769604,2.3167443,-1.6059573,607054,2015
-4.5781546,1.1832215,0.00874428,607680,2015
-3.112289,-0.1808659,-4.3767633,608365,2015
-2.2699778,0.88099366,1.0681854,622110,2015
4.386584,-4.057513,3.5224671,120074,2016
-0.15005445,-0.69151306,2.4899826,134181,2016
-0.7323178,-0.29854625,0.14912489,136860,2016
1.2239426,0.90433806,-0.8064178,150029,2016
0.25470656,-0.8982542,1.8515489,400121,2016
-1.5351064,1.9154124,-0.16784085,400284,2016
0.3989988,-0.65803885,1.6285607,405395,2016
1.0626577,1.839497,1.8149482,408045,2016
4.428415,-5.713301,3.6321828,408234,2016
-1.4112308,0.56664133,1.1169498,408236,2016
-5.5139537,-0.21784198,0.6490927,408252,2016
-2.1524825,-1.7720621,-3.336412,425834,2016
-3.4637446,0.7976276,2.2521303,425877,2016
-0.15555558,-1.21817,1.5456827,429664,2016
2.6417832,-1.4980856,0.75858694,429665,2016
2.8588774,1.1312437,-0.12974718,430832,2016
-2.2969418,-2.2505305,-0.10012405,430945,2016
0.94420135,0.44965696,-3.1047287,431145,2016
0.69780934,2.1828852,-0.48091903,434158,2016
-3.4750216,3.481878,2.3863358,434636,2016
1.282041,-1.2998986,0.01833823,434670,2016
1.7349049,-2.81843,0.97486794,434778,2016
-0.6095678,0.36170653,-0.4746304,435062,2016
1.8839831,-2.0017827,-2.650148,435063,2016
-2.0571554,1.2578962,1.7613612,435079,2016
-0.03796402,-1.3941107,-1.2115113,435622,2016
3.7386663,-5.291701,0.527607,443558,2016
2.0291893,-4.4649763,-0.6534358,444432,2016
-6.767213,1.3740516,-0.51899314,444876,2016
-2.8169012,3.5265596,2.3590565,445988,2016
0.66388965,-3.2570484,0.27700314,446334,2016
-3.681633,1.8535093,-1.095023,446359,2016
3.010398,-3.1605477,-3.0594993,448801,2016
0.86395496,3.4061697,2.1934261,450314,2016
1.1709627,1.7510499,-0.13632946,451594,2016
-1.211713,1.054877,-1.9485825,452104,2016
-2.5519176,2.7990837,1.4093093,452655,2016
-2.0296528,-0.2868164,0.06504989,452678,2016
-2.9576466,2.623116,0.55924493,453056,2016
0.30863917,-0.5804556,0.17795219,453064,2016
-0.4916101,-1.0253246,2.7977571,453568,2016
-0.48860914,-0.7745433,-2.340089,453943,2016
-0.44360322,1.6751429,2.0208983,455976,2016
-2.4805,2.6435988,3.2104967,456030,2016
-2.8482811,-0.45393583,-0.4867398,456488,2016
0.57475305,-0.3707631,-0.2992005,457705,2016
1.4410979,-3.2146826,-1.8385568,457708,2016
0.27596927,-0.6784903,1.3225209,457759,2016
0.047198467,0.51577705,2.2193859,457763,2016
-1.6709993,-1.1472057,-4.6750174,457787,2016
-0.61012524,-1.8172439,-0.5973177,457803,2016
3.0784879,-1.0064834,3.6259987,458015,2016
-1.9943416,4.7552695,-0.25778365,458731,2016
0.6775753,-1.12302,-2.2533522,459431,2016
0.18689974,-1.3590326,0.7562399,460075,2016
0.02497593,-0.5048766,-2.9608002,460086,2016
-0.24334648,-3.6437562,-0.14531092,461314,2016
-2.3223727,2.4682963,1.4909226,462101,2016
-2.645965,1.5995418,1.8880948,466320,2016
-0.052684184,-1.3411858,0.73547536,467092,2016
2.6439319,0.46434373,1.7812003,467793,2016
0.43313938,-2.478869,-0.24651173,471865,2016
-3.2233722,3.4201705,-0.48577085,474568,2016
2.4240522,-1.0709872,0.97402084,474832,2016
3.440969,-4.554801,-2.410359,474892,2016
-1.8291811,1.273287,-0.18757455,475174,2016
-2.3528101,1.4710996,0.6069254,488862,2016
1.9824574,-2.5219402,0.71602935,493316,2016
-6.4706798,2.4191937,-1.279729,493351,2016
1.7730539,-5.2741766,-1.3943212,501981,2016
2.853785,-4.90899,0.8171385,502110,2016
0.6759383,-1.4226996,-0.27312398,502143,2016
0.74356997,-1.9586431,3.866806,502517,2016
2.8436828,0.19948609,1.1194794,502671,2016
-2.9301634,-1.2682327,-2.452494,503556,2016
-0.5295645,-0.9012253,4.6649604,514888,2016
-1.8784856,2.5385551,0.1344522,514917,2016
-1.2872865,0.1879337,1.4937979,516416,2016
-2.5649135,-1.1613423,-0.63508934,516770,2016
-1.5233582,-1.8885899,0.4482495,516782,2016
4.1686907,-2.0924003,1.6629301,518626,2016
3.5124586,-4.657498,1.4840713,518692,2016
-2.5604725,3.2062874,-0.87531745,518792,2016
0.9838308,-0.430424,4.461245,518934,2016
0.15814936,-0.08761167,0.9635974,518960,2016
-0.3899967,-2.1181984,-1.299015,519048,2016
1.2761848,-0.13208528,1.2445045,519203,2016
-3.0103385,1.2748296,0.93242073,519390,2016
-4.906822,-0.24464554,-1.9586332,520471,2016
-3.2420213,-1.8951639,-1.9334645,521692,2016
0.8412962,-0.58050066,0.3846949,523253,2016
-5.336269,4.1010413,1.3847958,542255,2016
0.112728626,-1.1742601,-0.21789251,542303,2016
0.33947664,0.3409605,-1.6510142,542340,2016
-1.3603623,-0.07577103,-0.6022213,543063,2016
-6.1013184,0.09117003,-0.7242131,543281,2016
0.08571868,-1.0781534,-0.7544194,543333,2016
0.18383317,-0.29393232,0.9258311,543401,2016
-0.24623293,-1.9144166,-1.6898491,543543,2016
0.47827226,0.41036388,1.0600688,543685,2016
-1.3664659,0.13642386,-2.1308022,543760,2016
-1.3496526,-0.7824207,-2.21605,543768,2016
1.5477666,-1.2836448,-0.18646586,543807,2016
-5.6260505,0.0658522,-0.152771,544369,2016
5.1723757,-2.3987439,2.9594784,545361,2016
-1.7996432,1.0340931,-1.3603848,546318,2016
1.8755771,1.840499,-0.15800247,547180,2016
-2.9553416,-0.8309463,-3.496607,547982,2016
-0.13444556,-1.3047676,0.76261115,547989,2016
-1.2195662,0.79763526,-1.4642007,553993,2016
0.22565769,-0.15559088,0.1905871,570256,2016
-3.1711183,-2.9930937,-1.313048,570731,2016
0.51310915,-0.6714662,1.2166528,571448,2016
-4.154695,0.50726736,-2.0031853,571697,2016
1.7314463,-1.7775676,-1.3554488,571875,2016
0.7377941,0.20311388,-0.33121613,571976,2016
-0.25212663,-1.3339492,0.039490245,572039,2016
1.2469187,-0.7764423,2.4185317,572122,2016
3.2330258,-1.3577299,2.2466547,572761,2016
-1.9515033,-3.1734214,-2.1722314,572816,2016
0.22211869,-0.022516863,-0.5249337,572821,2016
-5.974874,4.047203,0.027385559,578428,2016
-4.381832,1.869045,-0.29880098,588751,2016
2.361737,-3.064055,0.7131432,592178,2016
0.8685902,-2.5906432,1.3622204,592518,2016
-2.2702336,0.29021904,-0.62502784,592663,2016
2.9017909,-2.1303096,1.5850104,592885,2016
-1.0053821,1.2354752,0.06092054,593428,2016
-0.04338672,-0.47805202,0.8482152,594777,2016
0.45060354,-3.0336387,-1.2503465,594807,2016
-1.2581135,1.3857687,1.0930688,594809,2016
-1.6837516,1.0406134,2.3067107,596019,2016
-1.9321849,-2.8877022,-0.96368104,596059,2016
-3.2338312,0.03771151,-2.4393053,596144,2016
-1.2716706,-1.0346011,-0.6746578,596748,2016
0.5184171,-0.3260783,-1.1706862,598265,2016
-0.5145513,1.0362777,2.3064086,605141,2016
-2.9904048,3.8006282,0.79849243,605412,2016
-3.8462527,0.79090405,-0.82570076,607680,2016
-2.3268785,1.9255093,2.8725522,608070,2016
-1.3222198,-0.536685,-2.0971646,608365,2016
0.9997413,-2.8775046,1.9113457,608369,2016
-0.9214252,0.3441085,-0.45402893,608577,2016
-2.6267548,-0.4582906,0.1159754,611177,2016
1.7555742,-1.0880586,0.64262646,621043,2016
-0.25007734,-3.999506,-0.49886236,630111,2016
-3.496595,0.7108296,-2.3801627,136860,2017
-1.9256332,0.23594587,0.025813878,405395,2017
0.74869573,1.1191713,3.1698961,408045,2017
1.2367101,-2.1958792,0.79159856,408234,2017
-5.1006503,0.38180828,0.7411442,408252,2017
-3.868557,3.1756673,-0.4447341,408314,2017
1.3485821,0.022644,0.6175538,425783,2017
-2.6916537,-0.40986806,0.9785899,425877,2017
-0.4742363,-0.8803988,1.7259463,429664,2017
3.1755998,-1.1591085,1.0452217,429665,2017
-0.30987388,1.3215606,-3.347761,430832,2017
-3.0240433,-1.7764639,0.27697912,430945,2017
1.4906313,1.5981339,-1.5217439,434158,2017
0.3353427,-1.200815,-0.44583368,434670,2017
0.54801714,-2.617726,-0.5102245,434778,2017
-2.0407255,2.2624717,1.3944994,435079,2017
3.8432627,-4.7594857,1.0068358,443558,2017
-1.5231125,-1.6218076,-2.7850702,444432,2017
-1.4929528,0.46956575,-0.40224287,444482,2017
-6.294021,0.31558797,-0.48711595,444876,2017
-2.5752115,0.52133626,-0.050267942,446334,2017
-0.56585306,2.5326557,0.97963995,446359,2017
0.8027772,-1.4101895,-2.7179422,448602,2017
1.925325,-3.365129,-3.9046354,448801,2017
-0.7669698,1.2083099,-0.9584029,452104,2017
-1.3930328,0.22582677,-1.5142821,452254,2017
-3.1781292,2.6529622,1.9918057,452655,2017
-1.648289,1.2498381,1.0522387,452678,2017
1.0443234,-1.8924842,2.775982,453568,2017
1.412041,1.4592298,-1.245221,453943,2017
-1.1333407,2.7106402,1.1169039,455976,2017
-0.9400204,0.31913146,1.8573326,456715,2017
0.8616259,-0.2523666,1.4944003,457705,2017
2.737837,-2.8446374,-1.0100574,457708,2017
1.1944106,-0.5244894,3.8583891,457759,2017
-0.8835545,1.6144451,2.5532885,457763,2017
0.7244716,-2.134225,-0.075696394,457803,2017
2.699201,0.2191652,5.199625,458015,2017
-0.54998684,3.1645863,1.2618679,458731,2017
1.1240007,0.17287701,-0.13506255,459964,2017
-2.5745804,0.8495035,-2.6527193,460086,2017
-2.5692267,0.84950495,0.838681,462101,2017
-2.3044138,1.1989065,2.3744135,466320,2017
1.4853098,1.4818219,1.1065499,467793,2017
-1.2516344,-0.57941157,-2.5896475,471865,2017
-2.3126526,2.9083953,0.25739917,474568,2017
1.9931633,-1.5171139,-0.07000441,475174,2017
2.9038064,-2.5660164,1.4233613,475253,2017
2.5957422,-3.5808706,0.72113687,475582,2017
-0.38492078,-0.15574743,2.737036,476704,2017
2.7814257,-2.2428393,-0.35458687,489149,2017
-1.5804768,-0.04015629,1.0959136,493329,2017
-4.0036254,1.3529284,-0.4042637,500208,2017
0.59512365,0.67460203,-0.7839792,501896,2017
3.77448,-5.1611114,-0.76855165,501981,2017
3.1228106,-0.8782004,1.0156239,502054,2017
-1.7145039,1.0963999,2.5138612,502210,2017
-0.20509644,-0.5717282,3.2901073,502517,2017
4.2069554,-2.8683107,1.1259081,502671,2017
-0.077390656,0.83907676,-0.6455762,503556,2017
-0.94744843,0.15902011,3.2503226,514888,2017
-0.98011833,2.441827,0.70121217,514917,2017
-2.5240376,0.84449714,0.7835538,516416,2017
3.0153322,-3.9344463,2.1175177,518692,2017
-0.6671868,1.7987651,2.7526395,518934,2017
1.3688743,-1.6488762,0.062970765,519048,2017
-1.7732679,-1.797169,0.6671548,519058,2017
1.6349984,-0.3831853,2.8166256,519203,2017
2.1840577,-1.4279543,-1.9256731,519306,2017
4.7853446,-4.9496903,0.26045868,519317,2017
2.3386636,-1.5667304,-2.2394304,519346,2017
-4.308164,1.9798193,-0.2763823,520471,2017
0.10576902,-3.8190615,0.78629434,541645,2017
-5.825643,2.5542316,2.1380203,542255,2017
1.8476382,-2.9700203,0.6093737,542303,2017
-0.1320954,-2.761101,-1.3631531,542921,2017
-2.5551822,-0.54061115,-1.6084095,543063,2017
-4.2158074,0.4340814,0.56662816,543281,2017
0.64838076,-0.46046177,1.3160977,543333,2017
1.453056,1.1196207,2.5415602,543685,2017
0.5296717,-0.38790134,-0.44279653,543768,2017
2.0753982,-1.7216053,1.2753013,543807,2017
-7.2065988,2.4370167,0.8313948,543829,2017
-5.420392,-0.2469711,0.8038107,544369,2017
5.5483103,-2.0750575,2.8406923,545361,2017
-2.118965,-1.6443444,-0.8062997,546318,2017
0.8567446,-2.7146337,1.2970716,547989,2017
1.0357844,0.7143219,0.2074499,553993,2017
2.061527,-2.3024733,-0.703204,570267,2017
-3.953634,0.67663485,-1.5909537,570560,2017
-0.71283174,-2.1115615,-0.037856,570731,2017
0.7124341,-1.8492937,2.0582697,571448,2017
-6.170242,3.711882,-1.4133542,571740,2017
-1.7135236,-1.6271721,-2.3128343,571830,2017
2.0853612,0.4352925,-0.3524756,571875,2017
1.0261434,-1.2818272,-1.8481141,571976,2017
-0.10385843,0.64603317,0.72745335,572122,2017
2.985687,1.7355249,0.8188336,572761,2017
-2.0440276,-2.9808347,-0.66324383,572816,2017
0.936853,0.65315926,-0.095336,572821,2017
2.2966168,-0.5038525,1.1038122,592178,2017
0.53228253,-3.4024827,1.3188839,592206,2017
-2.4781458,1.1565702,-1.2142118,592325,2017
-1.1367089,-2.2136543,-1.2432138,592387,2017
8.695749,-7.954605,0.4801434,592450,2017
0.81125057,-1.9713004,0.58796024,592518,2017
-1.1292666,-0.13947378,0.5789613,592663,2017
-2.0119896,-1.7680789,0.124196194,592696,2017
-3.4695826,2.7379234,1.3572434,592743,2017
1.5683936,-0.118558995,1.0634047,592885,2017
-2.8647153,-0.047535986,1.7176887,593160,2017
-2.2518258,2.8384292,-1.3624455,593428,2017
-3.7102509,3.0277905,-0.4192305,593871,2017
-0.68863505,0.804973,-0.769189,594777,2017
-1.6342394,-1.2354358,-2.1288795,594807,2017
-0.024377914,-2.7600787,-1.0376073,594988,2017
-2.2928236,-3.8566005,-3.1917114,595879,2017
-0.5969935,0.2167639,2.2039714,596019,2017
-3.0300925,-1.5977315,-2.541805,596059,2017
-0.057638623,-2.7329667,-3.641497,596115,2017
2.1867702,-3.7146435,0.44423565,596142,2017
-1.0647373,0.9185456,-1.4815576,596146,2017
-2.2537806,-0.046656378,-1.3121057,596748,2017
-0.81413335,-0.6131059,-2.1535888,598265,2017
0.046589732,1.2430636,-0.34996632,605137,2017
-0.058709122,2.5947325,2.3659277,605141,2017
-3.79465,3.727963,1.5118397,605412,2017
-4.208452,-0.10763216,-1.602666,606115,2017
-5.882118,1.9423018,0.855034,606299,2017
-3.7102249,0.7400707,0.82982844,607680,2017
-0.5862535,0.4459245,3.6624165,608070,2017
-1.0405116,1.3046794,1.712653,608324,2017
4.7753577,-7.021481,-3.5157773,608336,2017
1.902395,-2.7545378,1.641238,608369,2017
-0.617719,-0.09492841,-1.2815605,608577,2017
-2.0171626,1.9899952,-2.2162688,621020,2017
0.5184743,-1.2375767,-0.03039578,621035,2017
-1.915903,-1.3496786,-3.042367,621439,2017
-2.8937268,1.2476381,-0.78675085,622534,2017
1.2261955,-0.42370558,0.2316027,624577,2017
-4.2121186,-2.4337559,-2.6499462,641313,2017
3.0022554,-3.558393,-0.8009833,641355,2017
-0.03740863,-2.8103309,-0.75055754,641820,2017
-0.36350638,1.7088184,0.7549422,643217,2017
-3.94238,1.5813185,0.6870466,400121,2018
0.29667068,1.1863062,2.1231062,408045,2018
2.333457,-0.3996052,-0.43261504,425783,2018
-2.960281,-0.06178502,0.99305797,425877,2018
1.4692767,-1.2101161,-0.9054795,429665,2018
-3.2654474,-1.0669452,0.36544567,430945,2018
-4.0443397,2.9604106,0.6247272,435079,2018
-1.0432523,-0.89101434,-2.5469363,435622,2018
3.0959904,-3.9873762,0.4141797,443558,2018
0.907576,-1.8710424,0.41728842,444482,2018
-5.98615,1.6155096,-1.5524403,444876,2018
-4.812706,2.048671,-0.37478396,445055,2018
-2.4438,-0.67489576,-1.1912835,446334,2018
-1.9237914,-1.8341037,-6.0366898,448801,2018
-0.9963904,2.3748043,1.8649806,450314,2018
-1.1612654,-0.7002019,-0.62803936,452678,2018
-0.40404308,-0.24238458,1.3969232,453568,2018
-0.8150216,1.7882671,3.3116689,455976,2018
-4.403953,0.03993903,-1.172251,456488,2018
0.22211806,1.6791627,1.5247332,456715,2018
1.7541159,0.59390765,0.48600745,457705,2018
2.3153863,-2.6523087,-1.5613579,457708,2018
1.3786913,0.9318888,3.4672735,458015,2018
-1.6140922,4.2217255,-1.3980216,458731,2018
-0.508148,-0.0452429,-0.8757296,460086,2018
0.5427698,-3.3528013,-0.10240369,461314,2018
1.2754036,2.3467393,0.14864795,467793,2018
-1.4106715,-1.6751956,-2.2144978,471865,2018
-0.53844607,-1.0983899,-0.73241293,475174,2018
2.0227938,-0.10268516,-1.9371297,475253,2018
-0.42482704,1.0886877,0.27186027,476704,2018
-1.2959282,0.98408896,3.7370315,488726,2018
-3.8850098,0.78457034,0.18631843,493329,2018
-3.9242287,0.36719137,-0.98888713,500208,2018
-5.4728,2.086963,0.28903273,500743,2018
-1.5998352,-0.6930191,0.0580131,500871,2018
1.3918532,-1.7829092,1.7246538,500874,2018
2.5958574,-5.1006427,-1.0148861,501981,2018
2.9432855,-2.1709125,0.6074409,502054,2018
4.3564672,-6.189359,1.9702249,502110,2018
3.6267385,-2.8199801,0.4304748,502671,2018
-0.21895923,0.056188367,-1.4257855,503556,2018
-0.9225368,0.58541703,2.1978147,514888,2018
-0.43158716,3.672443,-1.1004844,514917,2018
-3.265737,1.3855976,1.1887679,516416,2018
-1.1472051,0.2611309,-0.7213096,516770,2018
-1.3363582,-1.5441389,-0.15595642,516782,2018
-1.9400288,-1.2155854,-1.8926606,518618,2018
0.93211186,-3.1067863,2.8726642,518692,2018
1.9356842,0.33213586,-2.1742783,518735,2018
-0.730053,0.96954733,0.8032043,518934,2018
-0.77146345,-0.9791574,-0.11087447,519058,2018
-0.016436104,0.013879813,2.7275786,519203,2018
2.4872465,-4.310763,-2.2955747,519317,2018
-3.5616891,0.21434082,-2.696891,520471,2018
-1.4591353,-3.3972425,-0.9031873,521692,2018
-5.009895,2.9063466,1.018472,542255,2018
0.4341907,-1.8906447,0.15720415,542303,2018
-2.2854972,-0.6411843,-3.5676763,542340,2018
1.8874272,-2.4172368,-0.70089775,542583,2018
-2.2885735,-0.020600319,-1.0569019,543063,2018
0.30028963,-3.111006,-1.3458519,543068,2018
2.4241338,0.5349332,0.5659088,543305,2018
-1.1117758,-0.14926666,-2.1070006,543333,2018
-1.2364262,1.9942372,-1.017784,543401,2018
1.1205394,-1.836196,3.0118566,543685,2018
-1.8720151,1.8635769,-0.2939379,543760,2018
1.449448,0.40411454,-0.37975267,543768,2018
0.63881755,0.15492547,-0.4042481,543807,2018
-7.8100367,1.5701698,0.35318998,543829,2018
-2.5978916,0.95267606,0.6713876,544369,2018
6.835264,-3.4011707,2.9872148,545361,2018
-3.2225223,-0.6998926,-2.186803,546318,2018
4.1975822,-2.0882297,0.23645449,547180,2018
0.62635005,-2.17474,0.16157801,547989,2018
2.33935,-2.4401948,0.6931905,553993,2018
0.8399686,-0.24660967,-0.9295702,570256,2018
-3.226432,1.307147,-1.2563833,570560,2018
0.8756696,-1.3590782,1.117721,571448,2018
-2.442856,2.1438687,-1.1770577,571466,2018
-2.176878,-0.63850784,0.54500335,571697,2018
-6.563807,3.1212316,-2.5946236,571740,2018
2.00822,-1.4689109,0.7314359,571745,2018
-0.21081057,-2.002695,0.30610466,572039,2018
-1.7619493,-0.3703151,-0.938197,572122,2018
4.163203,-1.9876912,0.9795774,572761,2018
-3.1982718,-1.8217909,1.2657175,572816,2018
-1.7161359,3.010055,-2.9238982,572821,2018
-1.5681136,-0.4036065,-2.9858282,575929,2018
0.6000388,-4.025252,1.4677294,592206,2018
-1.3107232,-1.3873185,-1.2791791,592387,2018
1.6041598,-2.2094076,1.4855747,592518,2018
0.27501488,-1.2402585,0.5764897,592663,2018
-3.106304,-2.073369,-0.74468166,592696,2018
-2.813819,1.8845167,1.1789061,592743,2018
3.9549165,-4.2716775,2.5256023,592885,2018
-1.8310697,0.80027825,2.5526636,593160,2018
1.5010432,-1.0430561,0.81768525,593428,2018
-0.462842,-1.2532872,-1.6762345,594777,2018
-1.9426055,1.3641022,0.36580512,595777,2018
0.23993526,-5.0859985,-0.9516902,595879,2018
0.8026157,-1.1136162,2.3017774,596019,2018
-0.77670413,-0.7924714,-1.5936172,596059,2018
1.5225176,-4.0540338,-0.16083509,596115,2018
-0.2599727,1.8408726,-0.9736508,596146,2018
0.64220124,-2.249604,-1.232681,598265,2018
-0.95571136,1.2518282,-3.436529,600869,2018
-3.200966,0.09918145,-1.519062,605113,2018
0.029876728,0.44419435,-0.32166895,605119,2018
0.8657324,0.95797974,-0.4636455,605137,2018
4.8015137,-3.0194342,3.929929,605141,2018
-3.578677,1.7490846,-0.45846602,605480,2018
1.2864829,-4.93752,-2.7733176,606192,2018
-4.757562,1.5321277,2.5124526,606299,2018
-1.1908803,1.4927781,0.047074996,606466,2018
2.2526326,0.7117822,-1.1447202,607043,2018
-0.22460842,1.0837333,0.5136307,607208,2018
-2.7730827,-1.4555885,0.5952817,607680,2018
1.5986156,2.0476296,2.6013823,608070,2018
1.5386226,1.5989386,3.0784466,608324,2018
3.8297257,-6.766853,-3.351643,608336,2018
