player_id,nameFirst,nameLast,year,pa_z,k_percent_z,bb_percent_z,xba_z,xslg_z,woba_z,xwoba_z,xobp_z,xiso_z,wobacon_z,xwobacon_z,sweet_spot_percent_z,barrel_batted_rate_z,hard_hit_percent_z,avg_best_speed_z,avg_hyper_speed_z,whiff_percent_z,swing_percent_z
116338,Torii,Hunter,2015,-0.6507453723580976,-0.13555490040748783,-0.7916509985351483,-1.4758191668043705,-1.0558044457843243,-1.0422278588828773,-1.2644296793658334,-1.4931229842651221,-0.6605833602394472,-0.9128152387615319,-1.0944010260043189,-1.4111187023932314,-0.5930896517809825,-0.312723250553649,-0.30537442380614027,-0.3281663877416651,0.09071231980722712,1.2691251906614358
120074,David,Ortiz,2015,0.12170862866170146,-0.6984456305453262,1.1433994803481136,1.7534102553109046,2.4985358339698918,1.1632596996665494,2.356995130468351,1.6349329927681078,2.2429791474854706,0.5759733221696759,1.6480226766715256,0.2754177017211221,1.4864227809859396,1.581249322799461,1.3947007585786642,1.6058495315453394,0.10791219190779354,-0.47014048913168904
121347,Alex,Rodriguez,2015,0.22031977772805877,0.7838332921509813,1.4505503500121233,-0.668511811275552,0.7358142318153619,0.6339426856146867,0.9084252065346776,0.6327403010972666,1.111940263662392,0.7149269211899222,0.948612604848156,-0.6347765481183703,0.9216169350492448,0.8876819015715612,0.8118523353837765,0.8505347262821453,1.6215009367576716,-0.6300729654345061
133380,Aramis,Ramirez,2015,-1.4889401394221349,-1.129995190317669,-0.8530811724679503,-0.982464671758982,-0.5501056254940899,-0.895195354979582,-0.8744300844606132,-1.250167180223706,-0.2891974580885854,-1.1907224368020244,-1.1312120824160754,-0.07259774674691848,-0.4390516937982476,-0.3660745906481026,-0.5877397389669035,-0.6544686970014062,-0.8036810294222467,1.1691673929721758
134181,Adrian,Beltré,2015,0.20388458621699923,-1.6365968474417234,-0.6687906506695446,1.4843078034679646,0.5624317791444243,-0.07181333312112874,0.6855682951602661,0.3594150215506736,0.08218844406227603,-0.7341606114497878,-0.08209697468102059,0.5163514737374599,-0.46472468679537,0.4208576757450906,-0.03207140723186286,-0.0017077393679921333,-0.992879622528481,0.20957253515527935
136860,Carlos,Beltrán,2015,-1.2424122667562416,-0.6046305088556865,-0.08520399830792576,0.5424492220176775,0.07118149657676881,0.19284517390480102,0.29556870025504584,0.17719816851961326,-0.12038568438364862,-0.13864518707730378,-0.06369144647514241,0.08802476793063946,-0.38770570780400254,0.6209252010992923,0.42548223941036506,0.4515672496706652,-0.7692812852211126,-0.33019957236672576
276519,Jimmy,Rollins,2015,-0.7164861384023358,-0.735971679221182,-0.3002096070727327,-1.2964175322424107,-1.4892605774616674,-1.659764375276717,-1.4037152489748406,-1.159058753708175,-1.2683057455772204,-1.806088375320258,-1.5177281747395168,-0.4473836143278857,-1.2349144767090448,-1.8865877833400355,-1.7792890303268338,-1.7515920256005433,-0.7520814131205462,-0.41016581051813356
405395,Albert,Pujols,2015,0.8941626296815005,-1.5615447500900117,-0.36163978100553473,0.27334677017473763,0.5479832414218463,-0.1894393362437649,0.29556870025504584,-0.1568660620373338,0.537980233065606,-0.8334131821785351,-0.37658542597507133,-1.1434145112639689,0.10008115914132494,0.14076314024920802,0.46432929838345305,0.46745452683863165,-1.078878983031315,-0.33019957236672576
407781,Marlon,Byrd,2015,-1.0287547771124672,1.4030130953026037,-1.0680867812327572,-1.072165489039962,-0.11664949381674686,-0.6599433487343096,-0.6794302870080031,-1.4931229842651221,0.25100021776721326,0.43701972314942966,0.3964467586718119,0.03448392970478618,0.3054651031183048,-0.8195609814509597,-0.5955016939057313,-0.6637256143934402,1.4839019599531371,2.628551239235374
408045,Joe,Mauer,2015,0.9763385872367982,-0.45452631415226274,0.40623739315448987,0.5872996306581675,-0.24668633331995002,-0.8363823534182638,0.07271178888063584,0.5112623990765586,-0.5086527639050037,-0.9922172953445297,-0.15571908750453328,-0.12613858497277175,-0.9268385607435748,0.3541685006270234,-0.11838281241864354,-0.038034256832311306,-0.9756797504279147,-1.2698028706457698
408234,Miguel,Cabrera,2015,-1.5711160969774325,-0.6046305088556865,1.941991741474539,2.7401192454016843,2.1951165417957514,2.1630807262089555,2.6912804975299682,2.9408204394907176,1.5170885205542415,1.3898444021454042,1.8688890151420636,0.5431218928503847,0.8445979560578771,2.1414383937912254,1.9398330441057678,2.3124238860592015,0.09071231980722712,-0.43015737005598587
408236,Adrián,González,2015,0.581893990971369,-0.473289338490191,0.2833770452888858,0.8564020825011074,0.8225054581508306,0.42809718015007336,0.9084252065346776,0.7238487276127976,0.6392672972885683,0.09956098267168983,0.5436909843188362,1.8548724293837728,0.27979211012118244,-0.05930438510499371,-0.23362629548538794,-0.2924831061316969,-0.16728576170127482,0.5294374877609119
408252,Brandon,Phillips,2015,0.26962535226123746,-1.5615447500900117,-1.375237650896767,1.2600557602655147,-0.7668336913327618,-0.7187563502956277,-0.5401447173989959,-0.27834396405804185,-1.3527116324296888,-1.0716193519275277,-0.8919402157396591,-0.3135315187632544,-1.2862604627032899,-1.4997905676552457,-1.3965672490644314,-1.4005235270423515,-0.6316823084165788,1.429057666964253
408314,José,Reyes,2015,-1.4396345648889561,-1.3739145067107321,-1.16023204213196,-0.982464671758982,-2.1249962372551052,-1.1598538620055134,-2.1001430970198753,-1.6449703617910054,-2.095483436731412,-1.3495265499680202,-2.069894020915861,-1.518200378844936,-1.8253933156428621,-2.4867903594026406,-2.148507052712946,-1.9815395816872923,-1.0616791109307486,0.649386844988023
